,acousticness,analysis_url,artist_discovery,artist_discovery_rank,artist_familiarity,artist_familiarity_rank,artist_hotttnesss,artist_hotttnesss_rank,artist_id,artist_location,artist_name,audio_md5,audio_summary,duration,energy,id,index,key,liveness,loudness,mode,song_currency,song_currency_rank,song_discovery,song_discovery_rank,song_hotttnesss,song_hotttnesss_rank,song_type,speechiness,tempo,time_signature,title,valence,year,band_singer,ranking,song,songurl,url
68,0.09139,http://echonest-analysis.s3.amazonaws.com/TR/-kKoBgWCVK8M4zlZJe7nZReSrnJZY-w1Y_eJ1TxlT1D8ehCuxCSbX3n8HP_HnbSyNlPGYtDZ_bLVIehcc%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370780&Signature=vSdL2amozVrBOWZpGZlcQx%2BmMes%3D,0.388141797469,140611.0,0.649554,1524.0,0.590902,4474.0,ARWAJKN1187FB362A1,"{u'latitude': 33.7667, u'location': u'Long Beach, CA, US', u'longitude': -118.192}",Nate Dogg,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/-kKoBgWCVK8M4zlZJe7nZReSrnJZY-w1Y_eJ1TxlT1D8ehCuxCSbX3n8HP_HnbSyNlPGYtDZ_bLVIehcc%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370780&Signature=vSdL2amozVrBOWZpGZlcQx%2BmMes%3D', u'energy': 0.688832, u'liveness': 0.145908, u'tempo': 107.024, u'speechiness': 0.165724, u'acousticness': 0.09139, u'danceability': 0.958765, u'instrumentalness': 2.3e-05, u'key': 8, u'duration': 179.56, u'loudness': -3.917, u'audio_md5': u'', u'valence': 0.550379, u'mode': 1}",179.56,0.688832,SOFCQNE12AF729EBDF,881,8,0.145908,-3.917,1,0.00249460255152,222993.0,0.0,,0.0,,"[studio, electric, vocal]",0.165724,107.024,4,Shake That (Remix) (Album Version (Edited)),0.550379,2006,Nate Dogg,62.0,Shake That,/wiki/Shake_That,/wiki/Nate_Dogg
69,0.086185,http://echonest-analysis.s3.amazonaws.com/TR/o5Q_3Q6dTUoymjo1EwAx99qXSw1af1OWareJ0uwIMTZTXL1Kultpr6jNHrH_pkgETvXeLb2VsavE0M0TI%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370783&Signature=9DD%2BAMeZ6VPCGTQv/AwY3Aldi8g%3D,0.426625721331,67292.0,0.545959,6086.0,0.548395,10574.0,ARQGG4D1187B9B859C,"{u'latitude': 38.6277, u'location': u'St. Louis, MO, US', u'longitude': -90.1995}",Chingy,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/o5Q_3Q6dTUoymjo1EwAx99qXSw1af1OWareJ0uwIMTZTXL1Kultpr6jNHrH_pkgETvXeLb2VsavE0M0TI%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370783&Signature=9DD%2BAMeZ6VPCGTQv/AwY3Aldi8g%3D', u'energy': 0.537023, u'liveness': 0.203246, u'tempo': 79.759, u'speechiness': 0.326319, u'acousticness': 0.086185, u'danceability': 0.653545, u'instrumentalness': 0.0, u'key': 7, u'duration': 232.04807, u'loudness': -5.562, u'audio_md5': u'', u'valence': 0.599996, u'mode': 1}",232.04807,0.537023,SOCLXCH1311AFED47F,891,7,0.203246,-5.562,1,0.00584486525856,103619.0,0.0036003578937,1001525.0,0.291712,169337.0,"[studio, electric, vocal]",0.326319,79.759,4,Pullin' Me Back,0.599996,2006,Chingy,63.0,Pullin' Me Back,/wiki/Pullin%27_Me_Back,/wiki/Chingy
70,0.000321,http://echonest-analysis.s3.amazonaws.com/TR/p3aWJg4PLmBAPm9M3-2aEV77fr7Q_eAEo3OAMZk5PMEWgZW2d4UlUBzUKeWhOS2AnC_SiEXYKv_KSmoWQ%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370789&Signature=P7h/WmJt5kIVkAse0uEDt9TGDYg%3D,0.364159070544,203870.0,0.680083,985.0,0.586484,4883.0,ARIGPNM1187B98C744,"{u'latitude': 40.714269, u'location': u'New York, NY', u'longitude': -74.005973}",Kelis,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/p3aWJg4PLmBAPm9M3-2aEV77fr7Q_eAEo3OAMZk5PMEWgZW2d4UlUBzUKeWhOS2AnC_SiEXYKv_KSmoWQ%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370789&Signature=P7h/WmJt5kIVkAse0uEDt9TGDYg%3D', u'energy': 0.542627, u'liveness': 0.102385, u'tempo': 84.029, u'speechiness': 0.37894, u'acousticness': 0.000321, u'danceability': 0.905625, u'instrumentalness': 2e-06, u'key': 4, u'duration': 217.0, u'loudness': -8.793, u'audio_md5': u'', u'valence': 0.802798, u'mode': 1}",217.0,0.542627,SOBPCJX13D4A76534C,911,4,0.102385,-8.793,1,0.00354566744731,159203.0,0.00213336408757,1531660.0,0.283934,188737.0,"[studio, electric, vocal]",0.37894,84.029,4,Bossy,0.802798,2006,Kelis,64.0,Bossy,/wiki/Bossy_(Kelis_song),/wiki/Kelis
71,4.2e-05,http://echonest-analysis.s3.amazonaws.com/TR/PkWLqgnWLt0lunU-2-geV5hrMPjWU2ptHdWNi0FRKez32Dfm75posumBel3A%3D%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370792&Signature=A41itgwQIOncDJ9O6Cvz4aagC2M%3D,0.0715702296193,1484022.0,0.049884,1462494.0,0.074768,2137315.0,ARHMMWX13B8854A5D0,{},Kelis f. Too Short,8155c5e5c361ba96369d239f0b17e9e4,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/PkWLqgnWLt0lunU-2-geV5hrMPjWU2ptHdWNi0FRKez32Dfm75posumBel3A%3D%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370792&Signature=A41itgwQIOncDJ9O6Cvz4aagC2M%3D', u'energy': 0.341128, u'liveness': 0.088106, u'tempo': 84.01, u'speechiness': 0.329803, u'acousticness': 4.2e-05, u'danceability': 0.905724, u'instrumentalness': 0.001084, u'key': 6, u'duration': 271.35955, u'loudness': -13.742, u'audio_md5': u'8155c5e5c361ba96369d239f0b17e9e4', u'valence': 0.846534, u'mode': 0}",271.35955,0.341128,SOCNUKH13B885BA684,921,6,0.088106,-13.742,0,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.329803,84.01,4,Bossy,0.846534,2006,Too Short,64.0,Bossy,/wiki/Bossy_(Kelis_song),/wiki/Too_Short
72,0.000829,http://echonest-analysis.s3.amazonaws.com/TR/ILTKJwux-957Mr-GEk6SrDIPQi7U_wSAGRSSm_RCI7biJo8FHFZwRnd6OTPuA2IYdGzOZ3pxAKk7dOGho%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370810&Signature=KpJfhjvnxjIJKN7ZjNF8Jfsjw28%3D,0.467945867012,23025.0,0.442942,22470.0,0.51856,19060.0,ARMZL2W1187FB4345B,"{u'latitude': 38.6277, u'location': u'St. Louis, MO, US', u'longitude': -90.1995}",Jibbs,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/ILTKJwux-957Mr-GEk6SrDIPQi7U_wSAGRSSm_RCI7biJo8FHFZwRnd6OTPuA2IYdGzOZ3pxAKk7dOGho%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370810&Signature=KpJfhjvnxjIJKN7ZjNF8Jfsjw28%3D', u'energy': 0.734824, u'liveness': 0.064899, u'tempo': 157.029, u'speechiness': 0.134081, u'acousticness': 0.000829, u'danceability': 0.740179, u'instrumentalness': 0.917415, u'key': 1, u'duration': 208.50667, u'loudness': -8.675, u'audio_md5': u'', u'valence': 0.827696, u'mode': 0}",208.50667,0.734824,SOKFKXI13576A85FC2,931,1,0.064899,-8.675,0,0.0,,0.0,,0.0,,"[instrumental, studio, electric]",0.134081,157.029,4,Chain Hang Low (Instrumental),0.827696,2006,Jibbs,65.0,Chain Hang Low,/wiki/Chain_Hang_Low,/wiki/Jibbs
73,0.283257,http://echonest-analysis.s3.amazonaws.com/TR/4GRwVwBucepR89fLT2D3k28Aq2sRwuSOiPGmTpq5czy-KUJQhqCB0YJiorYXGqPrDK9Bk8be7zFBsVmQo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370813&Signature=kRTgNiQNN9rIWGjno%2BvYm6BbkC0%3D,0.386367761768,145141.0,0.761146,246.0,0.739563,607.0,ARCGJ6U1187FB4D01F,"{u'latitude': 40.314, u'location': u'New Jersey', u'longitude': -74.5089}",Akon,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/4GRwVwBucepR89fLT2D3k28Aq2sRwuSOiPGmTpq5czy-KUJQhqCB0YJiorYXGqPrDK9Bk8be7zFBsVmQo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370813&Signature=kRTgNiQNN9rIWGjno%2BvYm6BbkC0%3D', u'energy': 0.830491, u'liveness': 0.373744, u'tempo': 119.941, u'speechiness': 0.236152, u'acousticness': 0.283257, u'danceability': 0.919384, u'instrumentalness': 0.0, u'key': 5, u'duration': 177.91129, u'loudness': -5.528, u'audio_md5': u'', u'valence': 0.852011, u'mode': 0}",177.91129,0.830491,SOYREJT137ACAF6BAC,941,5,0.373744,-5.528,0,0.0183133380381,37770.0,0.00436036056906,827348.0,0.34783,73662.0,"[studio, electric, vocal]",0.236152,119.941,4,Smack That,0.852011,2006,Akon,66.0,Smack That,/wiki/Smack_That,/wiki/Akon
74,0.109232,http://echonest-analysis.s3.amazonaws.com/TR/H6TXagK1r_ph3HaZmZpU_yMDg_J6Wad9jwVs60/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370820&Signature=jnKtZgkwXz4dr/Ag8PjKItsbOoU%3D,0.441573371036,48394.0,0.614255,2493.0,0.632535,2502.0,ARS2Y7C1187FB52D25,"{u'latitude': 33.813317, u'location': u'Carson, CA', u'longitude': -118.261154}",Ray J,0eddc5868ba98765c2b2041d2d248f3e,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/H6TXagK1r_ph3HaZmZpU_yMDg_J6Wad9jwVs60/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370820&Signature=jnKtZgkwXz4dr/Ag8PjKItsbOoU%3D', u'energy': 0.499803, u'liveness': 0.072902, u'tempo': 96.009, u'speechiness': 0.3965, u'acousticness': 0.109232, u'danceability': 0.762533, u'instrumentalness': 0.0, u'key': 1, u'duration': 279.3356, u'loudness': -8.99, u'audio_md5': u'0eddc5868ba98765c2b2041d2d248f3e', u'valence': 0.650875, u'mode': 1}",279.3356,0.499803,SOHTMTR13D43E2DEDF,961,1,0.072902,-8.99,1,0.00504042179262,117544.0,0.00250755311795,1354278.0,0.349685,71793.0,"[studio, electric, vocal]",0.3965,96.009,4,One Wish,0.650875,2006,Ray J,67.0,One Wish,/wiki/One_Wish_(Ray_J_song),/wiki/Ray_J
75,0.005674,http://echonest-analysis.s3.amazonaws.com/TR/GHsm4A7ytpF0zr7ki1GJfjfiKDVI_-iIOM4AwE/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370824&Signature=7q34SrowntC5oI/TatRrUpU7oxE%3D,0.394654305337,123566.0,0.789899,144.0,0.812641,160.0,ARSG7NQ1187FB57482,"{u'latitude': 42.0756, u'location': u'Wilmette, IL, US', u'longitude': -87.7077}",Fall Out Boy,bb260a053999a41c81630d26a3a7696a,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/GHsm4A7ytpF0zr7ki1GJfjfiKDVI_-iIOM4AwE/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370824&Signature=7q34SrowntC5oI/TatRrUpU7oxE%3D', u'energy': 0.785525, u'liveness': 0.114302, u'tempo': 161.983, u'speechiness': 0.069323, u'acousticness': 0.005674, u'danceability': 0.499561, u'instrumentalness': 0.0, u'key': 7, u'duration': 217.33832, u'loudness': -5.675, u'audio_md5': u'bb260a053999a41c81630d26a3a7696a', u'valence': 0.618014, u'mode': 1}",217.33832,0.785525,SONTWXT1377A5BF610,971,7,0.114302,-5.675,1,0.0721820404949,6488.0,0.0059503371619,604644.0,0.593658,776.0,"[studio, electric, vocal]",0.069323,161.983,4,"Sugar, We're Goin Down",0.618014,2006,Fall Out Boy,68.0,"Sugar, We're Goin Down","/wiki/Sugar,_We%27re_Goin_Down",/wiki/Fall_Out_Boy
76,0.004072,http://echonest-analysis.s3.amazonaws.com/TR/W8wG_wQpIk-fnQ1wyEfp5Z9NqHJ2EoHXnMAYtUz5HqcKTpOfX1upj-uWQFxfuka--aihjLfbJlpzkFtTo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370827&Signature=HnTby5C4JnSj3JQYTBeIoPsIMlk%3D,0.361234653335,212470.0,0.830558,53.0,0.838365,88.0,ARXOTQH1187FB57084,"{u'latitude': 37.916613, u'location': u'Tappahannock, VA', u'longitude': -76.947547}",Chris Brown,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/W8wG_wQpIk-fnQ1wyEfp5Z9NqHJ2EoHXnMAYtUz5HqcKTpOfX1upj-uWQFxfuka--aihjLfbJlpzkFtTo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370827&Signature=HnTby5C4JnSj3JQYTBeIoPsIMlk%3D', u'energy': 0.566609, u'liveness': 0.109579, u'tempo': 174.519, u'speechiness': 0.077752, u'acousticness': 0.004072, u'danceability': 0.411867, u'instrumentalness': 6.2e-05, u'key': 11, u'duration': 186.82667, u'loudness': -7.1, u'audio_md5': u'', u'valence': 0.409293, u'mode': 0}",186.82667,0.566609,SOBRUKH1338A635B92,981,11,0.109579,-7.1,0,0.0121512963571,54397.0,0.00178125629917,1736452.0,0.337329,86744.0,"[studio, electric, vocal]",0.077752,174.519,4,Gimme That,0.409293,2006,Chris Brown,69.0,Gimme That,/wiki/Gimme_That,/wiki/Chris_Brown_(American_singer)
77,0.068584,http://echonest-analysis.s3.amazonaws.com/TR/DDR5ow2xXK_yLpBXiNfrfjclo4pBRHh0l7_XxgdcNzIOgArs-Ie1mzr8TQVm7tVaCNmjZIkZ33wKSmc7A%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370833&Signature=NPh6pmmZb9Z8eNNrH7hyfd0jY4M%3D,0.415173424405,83348.0,0.604544,2861.0,0.585227,5003.0,AROHMXL1187B9AF4B2,"{u'latitude': 33.844371, u'location': u'Atlanta, GA', u'longitude': -84.47405}",Yung Joc,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/DDR5ow2xXK_yLpBXiNfrfjclo4pBRHh0l7_XxgdcNzIOgArs-Ie1mzr8TQVm7tVaCNmjZIkZ33wKSmc7A%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370833&Signature=NPh6pmmZb9Z8eNNrH7hyfd0jY4M%3D', u'energy': 0.354304, u'liveness': 0.151175, u'tempo': 84.003, u'speechiness': 0.057093, u'acousticness': 0.068584, u'danceability': 0.745118, u'instrumentalness': 0.0, u'key': 1, u'duration': 241.32, u'loudness': -6.544, u'audio_md5': u'', u'valence': 0.399289, u'mode': 1}",241.32,0.354304,SOYJCQH1315CD4950C,1001,1,0.151175,-6.544,1,0.000494949494949,1417171.0,0.000882297309093,2570727.0,0.231238,371300.0,"[studio, electric, vocal]",0.057093,84.003,4,I Know You See It,0.399289,2006,Yung Joc,70.0,I Know You See It,/wiki/I_Know_You_See_It,/wiki/Yung_Joc
78,0.000748,http://echonest-analysis.s3.amazonaws.com/TR/WVLGHQZTCBeIm510aM3ZvYLq0rxuyDnni0jZDDjCP5SrGsRKZmR_ke29FlRajFXO_IgDPwhrjQjhYJSeg%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370836&Signature=slB1GnlLHm6lrpAVbQPlzegYEt0%3D,0.346547615521,,0.805692,,0.745559,,ARDVZTE1187FB5A0A1,"{u'latitude': 40.430006, u'location': u'Sayreville, NJ', u'longitude': -74.417344}",Bon Jovi,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/WVLGHQZTCBeIm510aM3ZvYLq0rxuyDnni0jZDDjCP5SrGsRKZmR_ke29FlRajFXO_IgDPwhrjQjhYJSeg%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370836&Signature=slB1GnlLHm6lrpAVbQPlzegYEt0%3D', u'energy': 0.84536, u'liveness': 0.257265, u'tempo': 129.356, u'speechiness': 0.030398, u'acousticness': 0.000748, u'danceability': 0.437132, u'instrumentalness': 0.0, u'key': 6, u'duration': 285.68, u'loudness': -4.212, u'audio_md5': u'', u'valence': 0.767546, u'mode': 1}",285.68,0.84536,SOCHRBD12A81C2370C,1011,6,0.257265,-4.212,1,0.0158055927983,,0.00286184817774,,0.362367,,"[studio, electric, vocal]",0.030398,129.356,4,Who Says You Can't Go Home,0.767546,2006,Bon Jovi,71.0,Who Says You Can't Go Home,/wiki/Who_Says_You_Can%27t_Go_Home,/wiki/Bon_Jovi
79,0.009497,http://echonest-analysis.s3.amazonaws.com/TR/WgqrVg29OhJhzmbqCSV5thC6qtM4oK7rVv_3HnrEuVys_gRVEhsNO7hNz_xP7a4d9CMm72Q_q0erPnN5c%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370842&Signature=MQ4rl5%2BjpG1UPw70ij3jC5tvODM%3D,0.471564258315,20384.0,0.691425,823.0,0.776296,318.0,ARYR1VC1187B98EC1D,"{u'latitude': 42.3586, u'location': u'Boston, MA, US', u'longitude': -71.0567}",JoJo,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/WgqrVg29OhJhzmbqCSV5thC6qtM4oK7rVv_3HnrEuVys_gRVEhsNO7hNz_xP7a4d9CMm72Q_q0erPnN5c%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370842&Signature=MQ4rl5%2BjpG1UPw70ij3jC5tvODM%3D', u'energy': 0.800724, u'liveness': 0.106462, u'tempo': 83.002, u'speechiness': 0.043542, u'acousticness': 0.009497, u'danceability': 0.53806, u'instrumentalness': 9e-06, u'key': 6, u'duration': 219.34667, u'loudness': -5.253, u'audio_md5': u'', u'valence': 0.712033, u'mode': 0}",219.34667,0.800724,SOAGJCF135B7D79201,1031,6,0.106462,-5.253,0,0.0920878466676,4850.0,0.0101515587006,321922.0,0.492294,5643.0,"[studio, electric, vocal]",0.043542,83.002,4,"Too Little, Too Late",0.712033,2006,JoJo,72.0,Too Little Too Late,/wiki/Too_Little_Too_Late,/wiki/JoJo_(singer)
80,0.003077,http://echonest-analysis.s3.amazonaws.com/TR/-9dE4AtZXr_0oeIx29dHC4UKfYwhJutGuu9vqRZ1V067SzIQkhuyEE3M_zhyjLU2-BOIwBtUF3_TMurQ0%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370845&Signature=kV%2B6zLPJEHF2oI0GelElwU1KttE%3D,0.3363865188,,0.759068,,0.640691,,ARBCUNV1187B98A9FB,"{u'latitude': 40.714269, u'location': u'New York , NY', u'longitude': -74.005973}",Busta Rhymes,,"{u'time_signature': 5, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/-9dE4AtZXr_0oeIx29dHC4UKfYwhJutGuu9vqRZ1V067SzIQkhuyEE3M_zhyjLU2-BOIwBtUF3_TMurQ0%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370845&Signature=kV%2B6zLPJEHF2oI0GelElwU1KttE%3D', u'energy': 0.48864, u'liveness': 0.160967, u'tempo': 138.871, u'speechiness': 0.361498, u'acousticness': 0.003077, u'danceability': 0.674987, u'instrumentalness': 0.000322, u'key': 1, u'duration': 215.75982, u'loudness': -6.924, u'audio_md5': u'', u'valence': 0.464728, u'mode': 1}",215.75982,0.48864,SOCIWHS144BEE6005C,1041,1,0.160967,-6.924,1,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.361498,138.871,5,Touch It (Clean),0.464728,2006,Busta Rhymes,73.0,Touch It,/wiki/Touch_It,/wiki/Busta_Rhymes
81,0.024123,http://echonest-analysis.s3.amazonaws.com/TR/ss7X4wc-DRdf-9o3xNVDB-qrL4oRQDxgzwZCEYkGE179ebPno_VeW_Ykd9bWRcDUczoaC29SrF7URlFgc%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370849&Signature=Qlbfzhfpv7a2lQxi7gvUNS3O104%3D,0.497593443365,8674.0,0.690995,829.0,0.818456,131.0,ARBNXYA1187FB51C50,"{u'latitude': 18.4662, u'location': u'San Juan, San Juan, PR', u'longitude': -66.1067}",Daddy Yankee,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/ss7X4wc-DRdf-9o3xNVDB-qrL4oRQDxgzwZCEYkGE179ebPno_VeW_Ykd9bWRcDUczoaC29SrF7URlFgc%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370849&Signature=Qlbfzhfpv7a2lQxi7gvUNS3O104%3D', u'energy': 0.816542, u'liveness': 0.120502, u'tempo': 88.032, u'speechiness': 0.048628, u'acousticness': 0.024123, u'danceability': 0.77458, u'instrumentalness': 2e-06, u'key': 11, u'duration': 188.62667, u'loudness': -5.109, u'audio_md5': u'', u'valence': 0.489011, u'mode': 0}",188.62667,0.816542,SODOEVU144BEE54364,1051,11,0.120502,-5.109,0,0.00221776504298,245213.0,0.00134267547916,2076027.0,0.324391,105688.0,"[studio, electric, vocal]",0.048628,88.032,4,Rompe,0.489011,2006,Daddy Yankee,74.0,Rompe,/wiki/Rompe,/wiki/Daddy_Yankee
82,0.005446,http://echonest-analysis.s3.amazonaws.com/TR/GgbjFQnFxctv9BU12pRe1nfUlL4HjU-GjW5dKrm0jFr59rSKIf-FroTp64Bll1otcPZQeH2bwxUSKlkQA%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370852&Signature=Av%2Bj34S4AQo4aaBWPc6hCGKEws8%3D,0.329878910491,311688.0,0.848257,31.0,0.813162,156.0,AR65K7A1187FB4DAA4,"{u'latitude': 29.813142, u'location': u'Houston, TX', u'longitude': -95.309789}",Beyoncé,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/GgbjFQnFxctv9BU12pRe1nfUlL4HjU-GjW5dKrm0jFr59rSKIf-FroTp64Bll1otcPZQeH2bwxUSKlkQA%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370852&Signature=Av%2Bj34S4AQo4aaBWPc6hCGKEws8%3D', u'energy': 0.738551, u'liveness': 0.08735, u'tempo': 105.785, u'speechiness': 0.339001, u'acousticness': 0.005446, u'danceability': 0.731068, u'instrumentalness': 1.6e-05, u'key': 7, u'duration': 240.34667, u'loudness': -4.894, u'audio_md5': u'', u'valence': 0.371291, u'mode': 1}",240.34667,0.738551,SOGDEYY135C4E0C45F,1061,7,0.08735,-4.894,1,0.0356890055942,20382.0,0.0,,0.0,,"[studio, electric, vocal]",0.339001,105.785,4,Deja Vu,0.371291,2006,Beyoncé,75.0,Déjà Vu,/wiki/D%C3%A9j%C3%A0_Vu_(Beyonc%C3%A9_Knowles_song),/wiki/Beyonc%C3%A9_Knowles
83,0.003579,http://echonest-analysis.s3.amazonaws.com/TR/dnu-OAUJh_l-sAbQzeBZsc8dWl4sNOJDR2pt1TmEJdv3qnODq_aaC9hGDsozwgLocR2l1T/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370855&Signature=UJMlIsKiBNXv4gZOqJXuO2ues6E%3D,0.191428922262,1256635.0,0.087645,1108930.0,0.199982,1635293.0,ARCSCTS13925F19B91,"{u'latitude': 35.019703, u'location': u'Houston, United States', u'longitude': -80.663007}",Jay-Z/Beyonce,b083eee8c11ba28c14e8e5174da7d935,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/dnu-OAUJh_l-sAbQzeBZsc8dWl4sNOJDR2pt1TmEJdv3qnODq_aaC9hGDsozwgLocR2l1T/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370855&Signature=UJMlIsKiBNXv4gZOqJXuO2ues6E%3D', u'energy': 0.412427, u'liveness': 0.141189, u'tempo': 108.126, u'speechiness': 0.400558, u'acousticness': 0.003579, u'danceability': 0.726529, u'instrumentalness': 9.1e-05, u'key': 2, u'duration': 233.84771, u'loudness': -16.108, u'audio_md5': u'b083eee8c11ba28c14e8e5174da7d935', u'valence': 0.381547, u'mode': 1}",233.84771,0.412427,SODGJQD13E65B2EF55,1071,2,0.141189,-16.108,1,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.400558,108.126,4,Deja Vu,0.381547,2006,Jay-Z,75.0,Déjà Vu,/wiki/D%C3%A9j%C3%A0_Vu_(Beyonc%C3%A9_Knowles_song),/wiki/Jay-Z
84,9.1e-05,http://echonest-analysis.s3.amazonaws.com/TR/0X0vmAA-rRX7ISUSponthCFg9kW9Dvwg-MrE_q2D1VrGmrAxQg3K5Q6dg2kGTWk_JvY7C45g3R7VcG3I0%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370858&Signature=InvH5B0lYx2dACmdmbHWjxArYDc%3D,0.43873162678,51784.0,0.70614,660.0,0.743782,566.0,AR7ZFLN1187FB4830A,"{u'latitude': 40.100924, u'location': u'Columbus, OH', u'longitude': -83.013402}",Rascal Flatts,,"{u'time_signature': 4, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/0X0vmAA-rRX7ISUSponthCFg9kW9Dvwg-MrE_q2D1VrGmrAxQg3K5Q6dg2kGTWk_JvY7C45g3R7VcG3I0%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449370858&Signature=InvH5B0lYx2dACmdmbHWjxArYDc%3D', u'energy': 0.75767, u'liveness': 0.118552, u'tempo': 103.066, u'speechiness': 0.032431, u'acousticness': 9.1e-05, u'danceability': 0.575598, u'instrumentalness': 0.137056, u'key': 5, u'duration': 275.46667, u'loudness': -11.613, u'audio_md5': u'', u'valence': 0.737625, u'mode': 1}",275.46667,0.75767,SOQIEXS135CB704586,1081,5,0.118552,-11.613,1,0.0446337817638,16179.0,0.0129928159544,234093.0,0.487899,6109.0,"[studio, karaoke, vocal, electric]",0.032431,103.066,4,Life Is a Highway,0.737625,2006,Rascal Flatts,76.0,Life Is a Highway,/wiki/Life_Is_a_Highway,/wiki/Rascal_Flatts
