,acousticness,analysis_url,artist_discovery,artist_discovery_rank,artist_familiarity,artist_familiarity_rank,artist_hotttnesss,artist_hotttnesss_rank,artist_id,artist_location,artist_name,audio_md5,audio_summary,danceability,duration,energy,id,index,key,liveness,loudness,mode,song_currency,song_currency_rank,song_discovery,song_discovery_rank,song_hotttnesss,song_hotttnesss_rank,song_type,speechiness,tempo,time_signature,title,valence,date,first_ranking,billboard_year,billboard_week,latitude,longitude,location,location_lower,lower_title,lower_artist,year,band_singer,ranking,song,songurl,url
58,0.13506,http://echonest-analysis.s3.amazonaws.com/TR/bVBecgiYXlwiDdFOERw645uXA4_gjbgKeVwzwc/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708667&Signature=yTIupqylzWv1ScZBZ8yPKFUXHIY%3D,0.398824335145,109634.0,0.598533,3120.0,0.556682,5625.0,ARTMGWK1187B9AC568,"{u'latitude': 38.8991, u'location': u'Washington, DC, US', u'longitude': -77.029}",Vertical Horizon,d94719be2530f39a191584de01035184,"{u'key': 3, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/bVBecgiYXlwiDdFOERw645uXA4_gjbgKeVwzwc/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708667&Signature=yTIupqylzWv1ScZBZ8yPKFUXHIY%3D', u'energy': 0.640654, u'liveness': 0.097841, u'tempo': 93.826, u'speechiness': 0.029376, u'mode': 0, u'acousticness': 0.13506, u'danceability': 0.630842, u'time_signature': 4, u'duration': 244.15955, u'loudness': -11.68, u'audio_md5': u'd94719be2530f39a191584de01035184', u'valence': 0.829203, u'instrumentalness': 0.0}",0.630842,244.15955,0.640654,SOGRHTY13E907156F0,126,3,0.097841,-11.68,0,0.041879804386,17375.0,0.0,,0.489798,5873.0,"[studio, electric, vocal]",0.029376,93.826,4,Everything You Want,0.829203,2000-01-22,70,2015.0,8.0,33.844371,-84.47405,"Atlanta, Georgia","atlanta, georgia",everything you want,vertical horizon,2000.0,Vertical Horizon,5.0,Everything You Want,/wiki/Everything_You_Want_(Vertical_Horizon_song),/wiki/Vertical_Horizon
59,0.014407,http://echonest-analysis.s3.amazonaws.com/TR/bZQv4gAnCAA__u9nSyn3W6oNQAXat8JDffQtWDmRrTIPqWCFoRLcU-RUIBsfMPCYczaUckSlzmSDmg07w%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708671&Signature=%2BZnRbZB6xIWnsZgi/rCRDHV7zus%3D,0.346068935787,250118.0,0.679355,1012.0,0.556577,5640.0,ARU9RQG1187FB4C74F,"{u'latitude': 40.702898, u'location': u'New York City, NY', u'longitude': -74.010241}",Q-Tip,,"{u'key': 7, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/bZQv4gAnCAA__u9nSyn3W6oNQAXat8JDffQtWDmRrTIPqWCFoRLcU-RUIBsfMPCYczaUckSlzmSDmg07w%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708671&Signature=%2BZnRbZB6xIWnsZgi/rCRDHV7zus%3D', u'energy': 0.829899, u'liveness': 0.062588, u'tempo': 98.793, u'speechiness': 0.171962, u'mode': 1, u'acousticness': 0.014407, u'danceability': 0.881251, u'time_signature': 4, u'duration': 243.86667, u'loudness': -4.563, u'audio_md5': u'', u'valence': 0.758315, u'instrumentalness': 0.00771}",0.881251,243.86667,0.829899,SOEUVEH12B0B8086F5,127,7,0.062588,-4.563,1,0.0108989040483,60151.0,0.00202622578474,1582883.0,0.405243,27842.0,"[studio, electric, vocal]",0.171962,98.793,4,Breathe And Stop,0.758315,2000-01-22,71,2015.0,8.0,34.0145,-85.2566,"Cedartown, GA, US","cedartown, ga, us",breathe and stop,q-tip,,,,,,
60,0.158083,http://echonest-analysis.s3.amazonaws.com/TR/RJA4Pgo3Iq55R4qm--GixZwCsz_SYSVallI_z7/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708674&Signature=Soqk/xABP61J4Koq6F8vfVA/Bbg%3D,0.300345313194,431590.0,0.855634,25.0,0.760642,234.0,ARZER7I1187FB385AF,"{u'latitude': 34.0535, u'location': u'Los Angeles, CA, US', u'longitude': -118.245}",Dr. Dre,ef153c5d46a7b2ac1e7a0a89c7f1c1cd,"{u'key': 8, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/RJA4Pgo3Iq55R4qm--GixZwCsz_SYSVallI_z7/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708674&Signature=Soqk/xABP61J4Koq6F8vfVA/Bbg%3D', u'energy': 0.284134, u'liveness': 0.074415, u'tempo': 133.932, u'speechiness': 0.29588, u'mode': 1, u'acousticness': 0.158083, u'danceability': 0.683986, u'time_signature': 4, u'duration': 314.01556, u'loudness': -19.487, u'audio_md5': u'ef153c5d46a7b2ac1e7a0a89c7f1c1cd', u'valence': 0.677395, u'instrumentalness': 0.0}",0.683986,314.01556,0.284134,SODQUMX13E90813CD5,128,8,0.074415,-19.487,1,0.0709501608773,6692.0,0.0,,0.56082,1564.0,"[studio, electric, vocal]",0.29588,133.932,4,Forgot About Dre (Explicit),0.677395,2000-01-22,75,2015.0,8.0,27.638005,-80.40294,"Vero Beach, FL","vero beach, fl",forgot about dre (explicit),dr. dre,,,,,,
61,0.332175,http://echonest-analysis.s3.amazonaws.com/TR/jdJIegnCVB2_mOYef9KynrKddUsRUVygWNn_Ac3IfA7Kmz_srU-Gubl3ZQgjfXhaJeL-945cldU1i6Or0%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708680&Signature=eLoZTtXLq1LeTVkRNdcKCsb8Xpc%3D,0.401455783872,104618.0,0.626377,2117.0,0.586957,3200.0,ARHRC7V1187FB4D274,"{u'latitude': 33.9071, u'location': u'La Mirada, CA, US', u'longitude': -118.012}",Gary Allan,,"{u'key': 2, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/jdJIegnCVB2_mOYef9KynrKddUsRUVygWNn_Ac3IfA7Kmz_srU-Gubl3ZQgjfXhaJeL-945cldU1i6Or0%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708680&Signature=eLoZTtXLq1LeTVkRNdcKCsb8Xpc%3D', u'energy': 0.611794, u'liveness': 0.128491, u'tempo': 115.029, u'speechiness': 0.027486, u'mode': 1, u'acousticness': 0.332175, u'danceability': 0.529885, u'time_signature': 4, u'duration': 257.38667, u'loudness': -7.125, u'audio_md5': u'', u'valence': 0.183589, u'instrumentalness': 0.000468}",0.529885,257.38667,0.611794,SOMQILD1315CD47F5E,130,2,0.128491,-7.125,1,0.00118685831622,434617.0,0.00077337156236,2711721.0,0.292696,167366.0,"[studio, electric, vocal]",0.027486,115.029,4,Smoke Rings In The Dark,0.183589,2000-01-22,80,2015.0,8.0,-27.0,133.0,"Brisbane, Queensland, Australia ","brisbane, queensland, australia ",smoke rings in the dark,gary allan,,,,,,
62,0.716288,http://echonest-analysis.s3.amazonaws.com/TR/XML94AodcWAE63yiJ7f5DXAp8j-ne9fA1z7KHqc_KvUw3VxU3tFCeaqmivFkMelmGSG_RE6ASBEWc_Wdo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708687&Signature=FRSCUdfcygvYshKsQWVeaurZMjQ%3D,0.42207062392,68794.0,0.73381,421.0,0.758667,243.0,ARK4ZEK1187B990A4F,"{u'latitude': 29.059014, u'location': u'Poteet TX', u'longitude': -98.63756}",George Strait,,"{u'key': 9, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/XML94AodcWAE63yiJ7f5DXAp8j-ne9fA1z7KHqc_KvUw3VxU3tFCeaqmivFkMelmGSG_RE6ASBEWc_Wdo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708687&Signature=FRSCUdfcygvYshKsQWVeaurZMjQ%3D', u'energy': 0.486411, u'liveness': 0.260774, u'tempo': 132.332, u'speechiness': 0.028206, u'mode': 1, u'acousticness': 0.716288, u'danceability': 0.642699, u'time_signature': 4, u'duration': 205.61333, u'loudness': -5.392, u'audio_md5': u'', u'valence': 0.296239, u'instrumentalness': 0.0}",0.642699,205.61333,0.486411,SOBFDMF12A670207C8,132,9,0.260774,-5.392,1,0.00101744186047,469249.0,0.000432882028791,3310539.0,0.229026,379553.0,"[studio, vocal]",0.028206,132.332,4,The Best Day,0.296239,2000-01-29,73,2015.0,8.0,36.165688,-86.778098,"Nashville, TN","nashville, tn",the best day,george strait,2000.0,George Strait,80.0,The Best Day,/wiki/The_Best_Day,/wiki/George_Strait
63,0.262719,http://echonest-analysis.s3.amazonaws.com/TR/Go371guHpuqcPks9nTkunxzBkRUA%3D%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708691&Signature=Q8B2cQN4FIsXLhXAJAgDGqKPFTE%3D,0.394999849186,118552.0,0.572791,4381.0,0.529149,9791.0,ARFEOJM1187B9AA3B8,"{u'latitude': 39.2906, u'location': u'Baltimore, MD, US', u'longitude': -76.6096}",Sisqó,9046eb3cc023541f3183d0321c349991,"{u'key': 11, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/Go371guHpuqcPks9nTkunxzBkRUA%3D%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708691&Signature=Q8B2cQN4FIsXLhXAJAgDGqKPFTE%3D', u'energy': 0.53853, u'liveness': 0.337377, u'tempo': 121.524, u'speechiness': 0.072735, u'mode': 0, u'acousticness': 0.262719, u'danceability': 0.719754, u'time_signature': 4, u'duration': 283.12757, u'loudness': -17.686, u'audio_md5': u'9046eb3cc023541f3183d0321c349991', u'valence': 0.725183, u'instrumentalness': 0.000393}",0.719754,283.12757,0.53853,SOFAQFX143A0AC0B71,133,11,0.337377,-17.686,0,0.307090771558,1458.0,0.0139021746998,211446.0,0.491506,5702.0,"[studio, electric, vocal]",0.072735,121.524,4,Thong Song,0.725183,2000-01-29,74,2015.0,8.0,36.165688,-86.778098,"Nashville, Tennessee","nashville, tennessee",thong song,sisqó,2000.0,Sisqó,14.0,Thong Song,/wiki/Thong_Song,/wiki/Sisq%C3%B3
64,0.117708,http://echonest-analysis.s3.amazonaws.com/TR/xu0_PwLNC10kYTkvDMWV8Ie_AZnQ57GFMZrgKqWVZrJkMcbCeqA7qaZnwbPRICrBFLicLjU_YYA9iToVo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708694&Signature=FUeiDIYc%2BDaigmRzrP%2BESxUz7T4%3D,0.437893251173,47844.0,0.533609,7129.0,0.552531,6116.0,AR07MCL1187B9B2DCA,"{u'latitude': 48.15, u'location': u'munich, germany', u'longitude': 11.5833333}",Lou Bega,,"{u'key': 0, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/xu0_PwLNC10kYTkvDMWV8Ie_AZnQ57GFMZrgKqWVZrJkMcbCeqA7qaZnwbPRICrBFLicLjU_YYA9iToVo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708694&Signature=FUeiDIYc%2BDaigmRzrP%2BESxUz7T4%3D', u'energy': 0.89504, u'liveness': 0.035613, u'tempo': 151.038, u'speechiness': 0.191435, u'mode': 1, u'acousticness': 0.117708, u'danceability': 0.861857, u'time_signature': 4, u'duration': 205.49333, u'loudness': -6.387, u'audio_md5': u'', u'valence': 0.967084, u'instrumentalness': 0.0}",0.861857,205.49333,0.89504,SOEAEDT1366E3D3308,134,0,0.035613,-6.387,1,0.000297535211268,1742121.0,0.000390377029461,3401003.0,0.222233,414812.0,"[studio, electric, vocal]",0.191435,151.038,4,"Tricky, Tricky",0.967084,2000-01-29,75,2015.0,8.0,31.824017,-84.343163,"Bronwood, GA","bronwood, ga","tricky, tricky",lou bega,,,,,,
65,0.341357,http://echonest-analysis.s3.amazonaws.com/TR/iu5fMA8DsnWvqmwlTEdqYZ4ZCV8yaBDxL9tDQBBUhkppgDSbvKPQgcVb8ewHd7g5BQKv7ejdiPNyrAlN4%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708697&Signature=iXtHEPsD3qytoMaYGIrLzsJOCGo%3D,0.332046296874,301281.0,0.829355,56.0,0.767633,202.0,AR03BDP1187FB5B324,"{u'latitude': 30.814466, u'location': u'Kentwood, LA', u'longitude': -90.428043}",Britney Spears,63423d689595ebd74ba605ab2eb36aab,"{u'key': 7, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/iu5fMA8DsnWvqmwlTEdqYZ4ZCV8yaBDxL9tDQBBUhkppgDSbvKPQgcVb8ewHd7g5BQKv7ejdiPNyrAlN4%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708697&Signature=iXtHEPsD3qytoMaYGIrLzsJOCGo%3D', u'energy': 0.597505, u'liveness': 0.372527, u'tempo': 74.965, u'speechiness': 0.029712, u'mode': 1, u'acousticness': 0.341357, u'danceability': 0.668628, u'time_signature': 4, u'duration': 274.13288, u'loudness': -6.779, u'audio_md5': u'63423d689595ebd74ba605ab2eb36aab', u'valence': 0.638072, u'instrumentalness': 0.0}",0.668628,274.13288,0.597505,SOAZBZN144BF238AC6,135,7,0.372527,-6.779,1,0.0122403398746,54090.0,0.00119412161111,2209948.0,0.352625,68175.0,"[studio, electric, vocal]",0.029712,74.965,4,From The Bottom Of My Broken Heart,0.638072,2000-01-29,76,2015.0,8.0,31.1801,-91.8749,louisiana,louisiana,from the bottom of my broken heart,britney spears,2000.0,Britney Spears,77.0,From the Bottom of My Broken Heart,/wiki/From_the_Bottom_of_My_Broken_Heart,/wiki/Britney_Spears
66,0.04293,http://echonest-analysis.s3.amazonaws.com/TR/TRTAIPO12BF9991697/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708701&Signature=O8XY1a1MjHfauN3ypvG30En3cnQ%3D,0.416021100063,,0.714247,,0.717143,,ARHATLI1187FB52C76,"{u'latitude': 36.165688, u'location': u'Nashville, TN', u'longitude': -86.778098}",Toby Keith,cd173497a56e2b8a2d48e6b2f45e5637,"{u'key': 0, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/TRTAIPO12BF9991697/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708701&Signature=O8XY1a1MjHfauN3ypvG30En3cnQ%3D', u'energy': 0.527337, u'liveness': 0.424939, u'tempo': 111.338, u'speechiness': 0.038681, u'mode': 1, u'acousticness': 0.04293, u'danceability': 0.347556, u'time_signature': 1, u'duration': 217.12934, u'loudness': -15.378, u'audio_md5': u'cd173497a56e2b8a2d48e6b2f45e5637', u'valence': 0.7055, u'instrumentalness': 0.069325}",0.347556,217.12934,0.527337,SOIDZGO12C106D1A12,136,0,0.424939,-15.378,1,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.038681,111.338,1,How Do You Like Me Now (Live),0.7055,2000-01-29,77,2015.0,9.0,-34.933333,138.6,"Adelaide, Australia","adelaide, australia",how do you like me now (live),toby keith,,,,,,
67,0.071152,http://echonest-analysis.s3.amazonaws.com/TR/e0uRIQxxD1ODp_Oav7_Ff0QZGli_32dxcMMhn-jiOHWK1s7jR8hwKoKfH6Zj-YgbhckdCmrg4SAZcBVmo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708704&Signature=3VcxeXkq4pvPWVrYgKQkA50cgSE%3D,0.432866430552,,0.566514,,0.574226,,ARII3PL1187FB52DD2,"{u'latitude': 33.734105, u'location': u'Foreman, AR', u'longitude': -94.37246}",Tracy Lawrence,,"{u'key': 5, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/e0uRIQxxD1ODp_Oav7_Ff0QZGli_32dxcMMhn-jiOHWK1s7jR8hwKoKfH6Zj-YgbhckdCmrg4SAZcBVmo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708704&Signature=3VcxeXkq4pvPWVrYgKQkA50cgSE%3D', u'energy': 0.766242, u'liveness': 0.329853, u'tempo': 124.983, u'speechiness': 0.026997, u'mode': 1, u'acousticness': 0.071152, u'danceability': 0.703179, u'time_signature': 4, u'duration': 182.13224, u'loudness': -4.466, u'audio_md5': u'', u'valence': 0.689328, u'instrumentalness': 1e-06}",0.703179,182.13224,0.766242,SOAFKXF149F06D466A,137,5,0.329853,-4.466,1,0.000432692307692,,0.00470987149016,,0.177199,,"[studio, electric, vocal]",0.026997,124.983,4,Lessons Learned,0.689328,2000-01-29,80,2015.0,9.0,25.941,-80.2462,"Carol City, FL, US","carol city, fl, us",lessons learned,tracy lawrence,,,,,,
68,0.136144,http://echonest-analysis.s3.amazonaws.com/TR/Oj1t9g7FzqDBnhBfzYjZUjvvb9ztG99MVg3EOPGRj67yy46MFSNVEoyqOG-WDLlf9RxI5RtZ7yWPNaGA0%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708707&Signature=tG4ATC3rHdWha6Pe4mdu35DwHEI%3D,0.449006010569,34805.0,0.485062,13090.0,0.527885,10071.0,AR3AY3R1187FB52CF0,"{u'latitude': 30.15549, u'location': u'Vidor, TX', u'longitude': -93.935765}",Tracy Byrd,,"{u'key': 3, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/Oj1t9g7FzqDBnhBfzYjZUjvvb9ztG99MVg3EOPGRj67yy46MFSNVEoyqOG-WDLlf9RxI5RtZ7yWPNaGA0%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708707&Signature=tG4ATC3rHdWha6Pe4mdu35DwHEI%3D', u'energy': 0.498008, u'liveness': 0.122779, u'tempo': 145.841, u'speechiness': 0.028519, u'mode': 1, u'acousticness': 0.136144, u'danceability': 0.588632, u'time_signature': 4, u'duration': 270.54667, u'loudness': -7.55, u'audio_md5': u'', u'valence': 0.246998, u'instrumentalness': 1e-06}",0.588632,270.54667,0.498008,SOBUQWN1315CD4821F,138,3,0.122779,-7.55,1,2.24719101124e-05,5719786.0,0.000146327619059,3972056.0,0.070213,2439315.0,"[studio, electric, vocal]",0.028519,145.841,4,Put Your Hand In Mine,0.246998,2000-01-29,81,2015.0,9.0,52.200524,-2.9799155,"Lyonshall, England","lyonshall, england",put your hand in mine,tracy byrd,,,,,,
69,0.534793,http://echonest-analysis.s3.amazonaws.com/TR/_UMBnA8uQIYo8vi59Y5MoqHiulSnTKQ_cw4jrOfjStEa3YTsgSUU5DSuPULC_sK_kqR00lu8brE7DPe3o%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708711&Signature=dpxirPosJHxkWWeo/R9NpfgFw2I%3D,0.409891192646,88206.0,0.557623,5328.0,0.536334,8465.0,ARJXDKV1187B9A37B1,"{u'latitude': 42.2002, u'location': u'Holliston, MA, US', u'longitude': -71.4242}",Jo Dee Messina,,"{u'key': 9, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/_UMBnA8uQIYo8vi59Y5MoqHiulSnTKQ_cw4jrOfjStEa3YTsgSUU5DSuPULC_sK_kqR00lu8brE7DPe3o%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708711&Signature=dpxirPosJHxkWWeo/R9NpfgFw2I%3D', u'energy': 0.411408, u'liveness': 0.101645, u'tempo': 145.537, u'speechiness': 0.029265, u'mode': 1, u'acousticness': 0.534793, u'danceability': 0.415802, u'time_signature': 4, u'duration': 231.73333, u'loudness': -7.244, u'audio_md5': u'', u'valence': 0.132277, u'instrumentalness': 0.0}",0.415802,231.73333,0.411408,SOTCNRQ12B3A1D5045,139,9,0.101645,-7.244,1,0.000441379310345,1476747.0,0.000551509567612,3081612.0,0.238737,341447.0,"[studio, vocal]",0.029265,145.537,4,Because You Love Me,0.132277,2000-01-29,83,2015.0,9.0,42.0756,-87.7077,"Wilmette, IL, US","wilmette, il, us",because you love me,jo dee messina,,,,,,
70,0.005257,http://echonest-analysis.s3.amazonaws.com/TR/5Qc2rAzvyzoGM-Klc7x6c6-UuiEHd4Fj_WO4OyEGnl3_WbeddbpTRFmL6cdONoz77nAyjeW2pYxDFSZMo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708725&Signature=P7A2lxCfACGiStRSIeuhsD1GIL4%3D,0.376662797327,166663.0,0.526491,7811.0,0.47027,49152.0,AR9BQRE1187B9953E2,"{u'latitude': 26.5289, u'location': u'Boynton Beach, FL, US', u'longitude': -80.0632}",Sammie,,"{u'key': 6, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/5Qc2rAzvyzoGM-Klc7x6c6-UuiEHd4Fj_WO4OyEGnl3_WbeddbpTRFmL6cdONoz77nAyjeW2pYxDFSZMo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708725&Signature=P7A2lxCfACGiStRSIeuhsD1GIL4%3D', u'energy': 0.750878, u'liveness': 0.019465, u'tempo': 129.844, u'speechiness': 0.05216, u'mode': 0, u'acousticness': 0.005257, u'danceability': 0.802109, u'time_signature': 4, u'duration': 250.49333, u'loudness': -6.949, u'audio_md5': u'', u'valence': 0.736519, u'instrumentalness': 0.000168}",0.802109,250.49333,0.750878,SOREYVY13167716987,141,6,0.019465,-6.949,0,0.0,,0.0,,0.050647,3292505.0,"[remix, studio, electric, vocal]",0.05216,129.844,4,I Like It (Remix),0.736519,2000-01-29,85,2015.0,9.0,42.347021,-83.060184,"Detroit, MI","detroit, mi",i like it (remix),sammie,,,,,,
71,0.056624,http://echonest-analysis.s3.amazonaws.com/TR/Efw7hgBCDWHuDXHhmwJYZgmVK80iZZFeAlvpp5RmqJqqTGVs8sGCxRIOQ2y4d43ZoP5twrJYYN1zEKP5c%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708731&Signature=8xDkS6y4mx0PEHhO/1gYbd4ciU4%3D,0.453308217324,,0.441655,,0.501444,,ARUVXJ91187FB4676A,"{u'latitude': 40.691613, u'location': u'West Valley City, Utah', u'longitude': -112.00105}",SHeDAISY,,"{u'key': 7, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/Efw7hgBCDWHuDXHhmwJYZgmVK80iZZFeAlvpp5RmqJqqTGVs8sGCxRIOQ2y4d43ZoP5twrJYYN1zEKP5c%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708731&Signature=8xDkS6y4mx0PEHhO/1gYbd4ciU4%3D', u'energy': 0.528974, u'liveness': 0.378958, u'tempo': 97.891, u'speechiness': 0.031398, u'mode': 1, u'acousticness': 0.056624, u'danceability': 0.26523, u'time_signature': 3, u'duration': 198.81333, u'loudness': -5.126, u'audio_md5': u'', u'valence': 0.142372, u'instrumentalness': 0.0}",0.26523,198.81333,0.528974,SOUPFGD12AB018301B,143,7,0.378958,-5.126,1,1.16279069767e-05,,0.000128274744056,,0.129894,,"[studio, electric, vocal]",0.031398,97.891,3,This Woman Needs,0.142372,2000-02-05,82,2015.0,9.0,45.957178,-87.679576,Rochester Hills Michigan,rochester hills michigan,this woman needs,shedaisy,,,,,,
72,0.083839,http://echonest-analysis.s3.amazonaws.com/TR/3oUAAAYP7pcGY9AL9iq-BZa2tKxbJZoq_hfcL7/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708735&Signature=npLX1cd%2BgoigNyJ1IF4SwOs0vJE%3D,0.41831046089,,0.465049,,0.478073,,ARTVUER1187FB3905B,"{u'latitude': 29.9537, u'location': u'New Orleans, LA, US', u'longitude': -90.0777}",Juvenile,f2331d193c38e4fdc4a43afa35977790,"{u'key': 1, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/3oUAAAYP7pcGY9AL9iq-BZa2tKxbJZoq_hfcL7/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708735&Signature=npLX1cd%2BgoigNyJ1IF4SwOs0vJE%3D', u'energy': 0.488575, u'liveness': 0.030334, u'tempo': 99.789, u'speechiness': 0.19785, u'mode': 1, u'acousticness': 0.083839, u'danceability': 0.877174, u'time_signature': 4, u'duration': 241.59955, u'loudness': -14.404, u'audio_md5': u'f2331d193c38e4fdc4a43afa35977790', u'valence': 0.703276, u'instrumentalness': 0.0}",0.877174,241.59955,0.488575,SOKEOCP13E905F9EF9,144,1,0.030334,-14.404,1,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.19785,99.789,4,U Understand,0.703276,2000-02-05,85,2015.0,9.0,33.772554,-84.291723,"Decatur, GA","decatur, ga",u understand,juvenile,,,,,,
73,0.413774,http://echonest-analysis.s3.amazonaws.com/TR/TRYFROV12BF9987275/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708738&Signature=hHM0jia9hdAgguMu/nHlRwzVQAk%3D,0.373052055014,175383.0,0.603617,2928.0,0.525053,10711.0,AR35K8C1187B98F4AF,"{u'latitude': 28.545179, u'location': u'Orlando, FL', u'longitude': -81.373291}",Mandy Moore,fa8573f552a99c083919aaf4de6c0af9,"{u'key': 7, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/TRYFROV12BF9987275/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449708738&Signature=hHM0jia9hdAgguMu/nHlRwzVQAk%3D', u'energy': 0.557786, u'liveness': 0.152604, u'tempo': 100.432, u'speechiness': 0.038901, u'mode': 1, u'acousticness': 0.413774, u'danceability': 0.82671, u'time_signature': 4, u'duration': 210.57261, u'loudness': -14.316, u'audio_md5': u'fa8573f552a99c083919aaf4de6c0af9', u'valence': 0.927803, u'instrumentalness': 0.201101}",0.82671,210.57261,0.557786,SORCSNT13732DB6699,145,7,0.152604,-14.316,1,0.00778547486034,80553.0,0.0,,0.0,,"[studio, vocal]",0.038901,100.432,4,CANDY,0.927803,2000-02-05,93,2015.0,9.0,33.956526,-118.358654,"Inglewood, CA ","inglewood, ca ",candy,mandy moore,,,,,,
